Id,OwnerUserId,CreationDate,ParentId,Score,Body
14339,1659.0,2008-08-18T08:40:50Z,14330,4,This MSDN article uses (0.299 * color.R + 0.587 * color.G + 0.114 * color.B); This Wikipedia article uses (0.3* color.R + 0.59 * color.G + 0.11 * color.B);
14371,1630.0,2008-08-18T09:23:11Z,14370,12,"Creating and using pop-up menus with GLUT is very simple. Here is a code sample that creates a pop-up menu with 4 options: // Menu items
enum MENU_TYPE
{
        MENU_FRONT,
        MENU_SPOT,
        MENU_BACK,
        MENU_BACK_FRONT,
};

// Assign a default value
MENU_TYPE show = MENU_BACK_FRONT;

// Menu handling function declaration
void menu(int);

int main()
{
        // ...

        // Create a menu
        glutCreateMenu(menu);

        // Add menu items
        glutAddMenuEntry(""Show Front"", MENU_FRONT);
        glutAddMenuEntry(""Show Back"", MENU_BACK);
        glutAddMenuEntry(""Spotlight"", MENU_SPOT);
        glutAddMenuEntry(""Blend 'em all"", MENU_BACK_FRONT);

        // Associate a mouse button with menu
        glutAttachMenu(GLUT_RIGHT_BUTTON);

        // ...

        return;
}

// Menu handling function definition
void menu(int item)
{
        switch (item)
        {
        case MENU_FRONT:
        case MENU_SPOT:
        case MENU_DEPTH:
        case MENU_BACK:
        case MENU_BACK_FRONT:
                {
                        show = (MENU_TYPE) item;
                }
                break;
        default:
                {       /* Nothing */       }
                break;
        }

        glutPostRedisplay();

        return;
}"
14384,266.0,2008-08-18T09:36:26Z,14350,0,Mayhaps System.Security.allowDomain is what you need?
14404,1109.0,2008-08-18T09:59:50Z,14350,6,"This is all described in The Adobe Flex 3 Programming ActionScript 3 PDF on page 550 (Chapter 27: Flash Player Security / Cross-scripting): If two SWF files written with ActionScript 3.0 are served from different domainsâfor example, http://siteA.com/swfA.swf and http://siteB.com/swfB.swf âthen, by default, Flash Player does not allow swfA.swf to script swfB.swf, nor swfB.swf to script swfA.swf. A SWF file gives permission to SWF files from other domains by calling Security.allowDomain(). By calling Security.allowDomain(""siteA.com""), swfB.swf gives SWF files from siteA.com permission to script it. It goes on in some more detail, with diagrams and all."
14409,914.0,2008-08-18T10:03:36Z,14350,2,"You'll need a crossdomain.xml policy file on the server that has the file you load, it should look a something like this: <?xml version=""1.0""?>
<!-- <http://www.foo.com/crossdomain.xml> -->
<cross-domain-policy>
  <allow-access-from domain=""www.friendOfFoo.com"" />
  <allow-access-from domain=""*.foo.com"" />
  <allow-access-from domain=""105.216.0.40"" />
</cross-domain-policy> Put it as crossdomain.xml in the root of the domain you're loading from. Also you need to set the loader to read this file as such: var loaderContext:LoaderContext = new LoaderContext();
loaderContext.checkPolicyFile = true;

var loader:Loader = new Loader();
loader.contentLoaderInfo.addEventListener( Event.COMPLETE, onComplete );
loader.load( new URLRequest( ""http://my.domain.com/image.png"" ), loaderContext ); code sample yoinked from http://blog.log2e.com/2008/08/15/when-a-cross-domain-policy-file-is-not-enough/"
14415,266.0,2008-08-18T10:12:49Z,14410,12,"Um... maybe there isn't much of a need for one, given that Vi/Vim is pretty much available everywhere and got the whole modal thing right? :)"
14416,1633.0,2008-08-18T10:13:17Z,14410,2,"I believe Eclipse has Vi bindings and there is a Visual Studio plugin/extension, too (which is called Vi-Emu, or something)."
14447,1073.0,2008-08-18T10:47:50Z,580,6,"Don't forget Microsoft's solution to the problem: Visual Studio 2008 Database Edition .  Includes tools for deploying changes to databases, producing a diff between databases for schema and/or data changes, unit tests, test data generation. It's pretty expensive but I used the trial edition for a while and thought it was brilliant.  It makes the database as easy to work with as any other piece of code."
14489,49.0,2008-08-18T12:03:03Z,14410,39,"Early software was often modal, but usability took a turn at some point, away from this style. VI-based editors are total enigmas -- they're the only real surviving members of that order of software. Modes are a no-no in usability and interaction design because we humans are fickle mammals who cannot be trusted to remember what mode the application is in. If you think you are in one ""mode"" when you are actually in another, then all sorts of badness can ensue. What you believe to be a series of harmless keystrokes can (in the wrong mode) cause unlimited catastrophe. This is known as a ""mode error"". To learn more, search for the term ""modeless"" (and ""usability"") As mentioned in the comments below, a Modal interface in the hands of an experienced and non-fickle person can be extremely efficient."
14524,446497.0,2008-08-18T12:30:07Z,14410,0,"Though not really answering your question, there used to be a ""modal like"" way to write Japanese on cell phones before :
The first letter you hit was a conson let's say K, and then, and then the next key you would hit would have the role of a conson. (Having two conson in a row is impossible in Japanese) Though it was main a few years ago, today it's only used by people who really want to hit fast."
